Unnamed: 0,player_id,is_same_thread,phase2_text,phase2_image,phase3_text,phase3_image,phase2_thread,phase3_thread,image_sim,text_sim
74,122,True,speaker with tree on top,page7-59.svg,a cactus,page5-165.svg,"['page3-130.svg', 'page5-165.svg', 'page7-59.svg']","['page3-130.svg', 'page5-165.svg', 'page7-59.svg']",0.44802325963974,0.7927215099334717
75,122,False,speaker with tree on top,page7-59.svg,a tent,page1-147.svg,"['page3-130.svg', 'page5-165.svg', 'page7-59.svg']","['page1-147.svg', 'page1-51.svg', 'page3-99.svg']",0.0055321892723441,0.8123552203178406
76,122,True,terrain with mountains,page5-58.svg,mountains,page5-57.svg,"['page7-15.svg', 'page5-57.svg', 'page5-58.svg']","['page7-15.svg', 'page5-57.svg', 'page5-58.svg']",0.6887171864509583,0.9201894402503968
77,122,False,terrain with mountains,page5-58.svg,cat/fox running left,page5-96.svg,"['page7-15.svg', 'page5-57.svg', 'page5-58.svg']","['page5-96.svg', 'page5-85.svg', 'page5-80.svg']",0.0366263575851917,0.7603124380111694
78,122,True,tongue,page1-22.svg,a rectangle with a shape jutting out to the right,page2-61.svg,"['page3-188.svg', 'page2-61.svg', 'page1-22.svg']","['page3-188.svg', 'page2-61.svg', 'page1-22.svg']",0.4242329001426697,0.7597128748893738
79,122,False,tongue,page1-22.svg,cat/fox running left,page5-96.svg,"['page3-188.svg', 'page2-61.svg', 'page1-22.svg']","['page5-96.svg', 'page5-85.svg', 'page5-80.svg']",0.1327902823686599,0.7421724796295166
80,32,True,two overlapping diamonds with triangle at top,page6-113.svg,heart on a flat stand,page1-55.svg,"['page1-63.svg', 'page1-55.svg', 'page6-113.svg']","['page1-63.svg', 'page1-55.svg', 'page6-113.svg']",0.4241958260536194,0.7916858196258545
81,32,False,two overlapping diamonds with triangle at top,page6-113.svg,the letter o,page9-11.svg,"['page1-63.svg', 'page1-55.svg', 'page6-113.svg']","['page9-11.svg', 'page8-8.svg', 'page8-180.svg']",0.2489024996757507,0.7804639339447021
82,32,True,person walking,page4-19.svg,man walking to the right with one leg up,page6-172.svg,"['page4-89.svg', 'page6-172.svg', 'page4-19.svg']","['page4-89.svg', 'page6-172.svg', 'page4-19.svg']",0.5808056592941284,0.9024060368537904
83,32,False,person walking,page4-19.svg,a chinese throwing star with four skinny sides,page8-246.svg,"['page4-89.svg', 'page6-172.svg', 'page4-19.svg']","['page8-246.svg', 'page6-94.svg', 'page8-63.svg']",0.215858519077301,0.7828810214996338
84,32,True,horse,page4-247.svg,headless horse,page1-122.svg,"['page1-122.svg', 'page9-32.svg', 'page4-247.svg']","['page1-122.svg', 'page9-32.svg', 'page4-247.svg']",0.745894730091095,0.8650825619697571
85,32,False,horse,page4-247.svg,the letter o,page9-11.svg,"['page1-122.svg', 'page9-32.svg', 'page4-247.svg']","['page9-11.svg', 'page8-8.svg', 'page8-180.svg']",0.0017236252315342,0.7426242828369141
86,32,True,fish swimming,page8-63.svg,a chinese throwing star with four skinny sides,page8-246.svg,"['page8-246.svg', 'page6-94.svg', 'page8-63.svg']","['page8-246.svg', 'page6-94.svg', 'page8-63.svg']",0.7069204449653625,0.7773163914680481
87,32,False,fish swimming,page8-63.svg,the letter o,page9-11.svg,"['page8-246.svg', 'page6-94.svg', 'page8-63.svg']","['page9-11.svg', 'page8-8.svg', 'page8-180.svg']",-0.1880222409963607,0.7457274794578552
88,32,True,the letter q,page8-180.svg,the letter o,page9-11.svg,"['page9-11.svg', 'page8-8.svg', 'page8-180.svg']","['page9-11.svg', 'page8-8.svg', 'page8-180.svg']",0.4740646779537201,0.8825825452804565
89,32,False,the letter q,page8-180.svg,heart on a flat stand,page1-55.svg,"['page9-11.svg', 'page8-8.svg', 'page8-180.svg']","['page1-63.svg', 'page1-55.svg', 'page6-113.svg']",0.0387976430356502,0.7713510990142822
90,227,True,2 overlapping diamonds with triangle at the top,page6-113.svg,christmas tret,page1-63.svg,"['page1-63.svg', 'page1-55.svg', 'page6-113.svg']","['page1-63.svg', 'page1-55.svg', 'page6-113.svg']",0.4373521208763122,0.7641027569770813
91,227,False,2 overlapping diamonds with triangle at the top,page6-113.svg,flower drooping over,page8-8.svg,"['page1-63.svg', 'page1-55.svg', 'page6-113.svg']","['page9-11.svg', 'page8-8.svg', 'page8-180.svg']",0.1347767114639282,0.8043289184570312
92,227,True,person walking,page4-19.svg,person lifting leg up,page4-89.svg,"['page4-89.svg', 'page6-172.svg', 'page4-19.svg']","['page4-89.svg', 'page6-172.svg', 'page4-19.svg']",0.6319199800491333,0.8540509343147278
93,227,False,person walking,page4-19.svg,llama,page9-32.svg,"['page4-89.svg', 'page6-172.svg', 'page4-19.svg']","['page1-122.svg', 'page9-32.svg', 'page4-247.svg']",0.1420829594135284,0.8057489991188049
94,227,True,fish swimming,page8-63.svg,fish or whale swimming,page6-94.svg,"['page8-246.svg', 'page6-94.svg', 'page8-63.svg']","['page8-246.svg', 'page6-94.svg', 'page8-63.svg']",0.6495060920715332,0.9264522790908812
95,227,False,fish swimming,page8-63.svg,christmas tret,page1-63.svg,"['page8-246.svg', 'page6-94.svg', 'page8-63.svg']","['page1-63.svg', 'page1-55.svg', 'page6-113.svg']",-0.0223285239189863,0.765596866607666
96,227,True,horse,page4-247.svg,llama,page9-32.svg,"['page1-122.svg', 'page9-32.svg', 'page4-247.svg']","['page1-122.svg', 'page9-32.svg', 'page4-247.svg']",0.7123340964317322,0.8081235885620117
97,227,False,horse,page4-247.svg,flower drooping over,page8-8.svg,"['page1-122.svg', 'page9-32.svg', 'page4-247.svg']","['page9-11.svg', 'page8-8.svg', 'page8-180.svg']",0.0064396248199045,0.7505688071250916
98,227,True,"the letter ""q""",page8-180.svg,flower drooping over,page8-8.svg,"['page9-11.svg', 'page8-8.svg', 'page8-180.svg']","['page9-11.svg', 'page8-8.svg', 'page8-180.svg']",0.4659090340137481,0.7725759744644165
99,227,False,"the letter ""q""",page8-180.svg,llama,page9-32.svg,"['page9-11.svg', 'page8-8.svg', 'page8-180.svg']","['page1-122.svg', 'page9-32.svg', 'page4-247.svg']",-0.0281624719500541,0.7964973449707031
100,19,True,diamond no ring,page3-193.svg,a rocket with an arrow pointing downward.,page3-122.svg,"['page3-122.svg', 'page5-220.svg', 'page3-193.svg']","['page3-122.svg', 'page5-220.svg', 'page3-193.svg']",0.3762806355953216,0.7525516152381897
101,19,False,diamond no ring,page3-193.svg,a boat.,page7-35.svg,"['page3-122.svg', 'page5-220.svg', 'page3-193.svg']","['page7-39.svg', 'page7-35.svg', 'page7-41.svg']",-0.0080367513000965,0.746933102607727
102,19,True,bowtie,page5-134.svg,bowtie or fang.,page1-125.svg,"['page1-125.svg', 'page3-8.svg', 'page5-134.svg']","['page1-125.svg', 'page3-8.svg', 'page5-134.svg']",0.771430492401123,0.9141546487808228
103,19,False,bowtie,page5-134.svg,a lizard with it head above it flat body.,page7-34.svg,"['page1-125.svg', 'page3-8.svg', 'page5-134.svg']","['page8-204.svg', 'page7-34.svg', 'page5-89.svg']",-0.1808411180973053,0.788861095905304
104,19,True,hook,page5-89.svg,a lizard with it head above it flat body.,page7-34.svg,"['page8-204.svg', 'page7-34.svg', 'page5-89.svg']","['page8-204.svg', 'page7-34.svg', 'page5-89.svg']",0.5617896318435669,0.7483282685279846
105,19,False,hook,page5-89.svg,a rocket with an arrow pointing downward.,page3-122.svg,"['page8-204.svg', 'page7-34.svg', 'page5-89.svg']","['page3-122.svg', 'page5-220.svg', 'page3-193.svg']",-0.1514764577150344,0.7546933889389038
106,19,True,boat squared center yarr,page7-41.svg,a boat.,page7-35.svg,"['page7-39.svg', 'page7-35.svg', 'page7-41.svg']","['page7-39.svg', 'page7-35.svg', 'page7-41.svg']",0.7041319608688354,0.8348990678787231
107,19,False,boat squared center yarr,page7-41.svg,a lizard with it head above it flat body.,page7-34.svg,"['page7-39.svg', 'page7-35.svg', 'page7-41.svg']","['page8-204.svg', 'page7-34.svg', 'page5-89.svg']",0.1399430483579635,0.7332899570465088
108,19,True,chimney squared base,page1-116.svg,a chimney with squared base,page1-116.svg,"['page1-116.svg', 'page1-116.svg', 'page1-116.svg']","['page1-116.svg', 'page1-116.svg', 'page1-116.svg']",1.0,0.9582200050354004
109,19,False,chimney squared base,page1-116.svg,bowtie or fang.,page1-125.svg,"['page1-116.svg', 'page1-116.svg', 'page1-116.svg']","['page1-125.svg', 'page3-8.svg', 'page5-134.svg']",0.0001481255458202,0.7462929487228394
110,151,True,bowtie fangs,page5-134.svg,bowtie or fangs,page3-8.svg,"['page1-125.svg', 'page3-8.svg', 'page5-134.svg']","['page1-125.svg', 'page3-8.svg', 'page5-134.svg']",0.7143585681915283,0.9732158184051514
111,151,False,bowtie fangs,page5-134.svg,a chimney with a square base,page1-116.svg,"['page1-125.svg', 'page3-8.svg', 'page5-134.svg']","['page1-116.svg', 'page1-116.svg', 'page1-116.svg']",0.0044744284823536,0.7671117782592773
112,151,True,chimney square bottom,page1-116.svg,a chimney with a square base,page1-116.svg,"['page1-116.svg', 'page1-116.svg', 'page1-116.svg']","['page1-116.svg', 'page1-116.svg', 'page1-116.svg']",1.0,0.9223862886428832
113,151,False,chimney square bottom,page1-116.svg,bowtie or fangs,page3-8.svg,"['page1-116.svg', 'page1-116.svg', 'page1-116.svg']","['page1-125.svg', 'page3-8.svg', 'page5-134.svg']",0.0665811821818351,0.7478167414665222
114,151,True,hook,page5-89.svg,a bird or swan looking back at it's own feathers,page8-204.svg,"['page8-204.svg', 'page7-34.svg', 'page5-89.svg']","['page8-204.svg', 'page7-34.svg', 'page5-89.svg']",0.5693606734275818,0.7530297636985779
115,151,False,hook,page5-89.svg,a chimney with a square base,page1-116.svg,"['page8-204.svg', 'page7-34.svg', 'page5-89.svg']","['page1-116.svg', 'page1-116.svg', 'page1-116.svg']",-0.1649969667196273,0.7527382373809814
116,151,True,diamond minus ring,page3-193.svg,"a fox's head, wide with pointy ears",page5-220.svg,"['page3-122.svg', 'page5-220.svg', 'page3-193.svg']","['page3-122.svg', 'page5-220.svg', 'page3-193.svg']",0.3687168955802917,0.7384681701660156
117,151,False,diamond minus ring,page3-193.svg,a chimney with a square base,page1-116.svg,"['page3-122.svg', 'page5-220.svg', 'page3-193.svg']","['page1-116.svg', 'page1-116.svg', 'page1-116.svg']",0.2029219716787338,0.7451556324958801
118,151,True,boat,page7-41.svg,"a boat with a large back and narrow front, small roof",page7-39.svg,"['page7-39.svg', 'page7-35.svg', 'page7-41.svg']","['page7-39.svg', 'page7-35.svg', 'page7-41.svg']",0.7378087639808655,0.8812137842178345
